object_id,time,feature_0,feature_1,feature_2,feature_3,label
0,1,0.07427811925488925,1.0,0.19983969333975182,0.22521480670186922,3
0,2,0.13492612153316508,1.0,0.19983969333975182,0.22521480670186922,3
0,3,0.16062230097152977,0.7481949732361058,0.19983969333975182,0.22521480670186922,3
0,4,0.16062230097152977,0.4664640547412701,0.19813720382198532,0.22521480670186922,3
0,5,0.16062230097152977,0.4664640547412701,0.1931300296490748,0.22521480670186922,3
0,6,0.16062230097152977,0.4664640547412701,0.18812285547616425,0.22521480670186922,3
0,7,0.16062230097152977,0.4664640547412701,0.1865206577217744,0.2459516205129048,3
0,8,0.16062230097152977,0.4664640547412701,0.1865206577217744,0.276446035844259,3
0,9,0.18842606790292596,0.4664640547412701,0.1865206577217744,0.2770110312481384,3
0,10,0.20379439182985004,0.5204049918268988,0.1865206577217744,0.2770110312481384,3
0,11,0.20379439182985004,0.6339140073931955,0.1865206577217744,0.2770110312481384,3
0,12,0.20379439182985004,0.648351307232718,0.18913653949864034,0.2770110312481384,3
0,13,0.20379439182985004,0.648351307232718,0.19213362314197624,0.2770110312481384,3
0,14,0.20379439182985004,0.648351307232718,0.1926679045274544,0.2843196890648391,3
0,15,0.21506924662588456,0.648351307232718,0.1926679045274544,0.29211826228061333,3
0,16,0.3387828941019119,0.648351307232718,0.1926679045274544,0.29211826228061333,3
0,17,0.39806880182066,0.5852970600182597,0.1926679045274544,0.29211826228061333,3
0,18,0.39806880182066,0.4642207782055902,0.1926679045274544,0.29211826228061333,3
0,19,0.39806880182066,0.4543382370579794,0.23254425038100038,0.29211826228061333,3
0,20,0.39806880182066,0.4543382370579794,0.2759646747092411,0.29211826228061333,3
0,21,0.39806880182066,0.4543382370579794,0.28590114600225935,0.32280482869588883,3
0,22,0.39806880182066,0.4543382370579794,0.28590114600225935,0.3625977315660806,3
0,23,0.3637624081720239,0.4543382370579794,0.28590114600225935,0.3762871282951544,3
0,24,0.31172462010401947,0.4438946466783914,0.28590114600225935,0.3762871282951544,3
0,25,0.31172462010401947,0.24898017716081422,0.28590114600225935,0.3762871282951544,3
0,26,0.31172462010401947,0.24819934919995004,0.5515581105179379,0.3762871282951544,3
0,27,0.31172462010401947,0.24819934919995004,0.8182835802303018,0.3762871282951544,3
0,28,0.31172462010401947,0.24819934919995004,0.8586196304690664,0.6228340768584142,3
0,29,0.31172462010401947,0.24819934919995004,0.8586196304690664,0.9133085661719472,3
0,30,0.31172462010401947,0.24819934919995004,0.8586196304690664,1.0,3
0,31,0.31172462010401947,0.24819934919995004,0.8586196304690664,1.0,3
0,32,0.31172462010401947,0.34293229404125203,0.8586196304690664,1.0,3
0,33,0.31172462010401947,0.3937091522866438,0.8666783352267594,1.0,3
0,34,0.31172462010401947,0.3937091522866438,0.882901351657556,1.0,3
0,35,0.31172462010401947,0.3937091522866438,0.8934540299069239,0.9119693501938045,3
0,36,0.31172462010401947,0.3937091522866438,0.8934540299069239,0.6601108823087366,3
0,37,0.38053013955685216,0.3937091522866438,0.8934540299069239,0.5964210826167987,3
0,38,0.4628269392365092,0.42327719916414097,0.8934540299069239,0.5964210826167987,3
0,39,0.4628269392365092,0.6275934242673809,0.8934540299069239,0.5964210826167987,3
0,40,0.4628269392365092,0.7211062096873444,0.7476643034138131,0.5964210826167987,3
0,41,0.4628269392365092,0.7211062096873444,0.4788350462795601,0.5964210826167987,3
0,42,0.4628269392365092,0.7211062096873444,0.3248337082325618,0.5328817246478844,3
0,43,0.4628269392365092,0.7211062096873444,0.3248337082325618,0.3841266220742733,3
0,44,0.5003065360442609,0.7211062096873444,0.3248337082325618,0.2770110312481384,3
0,45,0.6515121031756388,0.7211062096873444,0.3248337082325618,0.2770110312481384,3
0,46,0.7002734378289017,0.7313601044947361,0.3248337082325618,0.2770110312481384,3
0,47,0.7002734378289017,0.7453578432313668,0.32348899832094585,0.2770110312481384,3
0,48,0.7002734378289017,0.7453578432313668,0.30558642263438474,0.2770110312481384,3
0,49,0.7002734378289017,0.7453578432313668,0.29614655821739677,0.3069436446788492,3
0,50,0.7002734378289017,0.7453578432313668,0.29614655821739677,0.3702650714061013,3
0,51,0.7416414633654758,0.7453578432313668,0.29614655821739677,0.4129761218089488,3
0,52,0.8826174784723657,0.7453578432313668,0.29614655821739677,0.4129761218089488,3
0,53,0.8945478478197118,0.7453578432313668,0.29614655821739677,0.4129761218089488,3
0,54,0.8945478478197118,0.7453578432313668,0.2827890158800518,0.4129761218089488,3
0,55,0.8945478478197118,0.7453578432313668,0.2473640378875552,0.4129761218089488,3
0,56,0.8945478478197118,0.7453578432313668,0.21213418695111178,0.41257083762619495,3
0,57,0.8945478478197118,0.7453578432313668,0.21213418695111178,0.33899364766456064,3
0,58,0.8327502972930114,0.7453578432313668,0.21213418695111178,0.2856437353391833,3
0,59,0.5782972909443371,0.7453578432313668,0.21213418695111178,0.2856437353391833,3
0,60,0.5275850743956207,0.6423528176455747,0.21213418695111178,0.2856437353391833,3
0,61,0.5275850743956207,0.5392189553733375,0.2135209182296494,0.2856437353391833,3
0,62,0.5275850743956207,0.5392189553733375,0.22051411165275825,0.2856437353391833,3
0,63,0.5275850743956207,0.5392189553733375,0.22647776195869435,0.2811543211105231,3
0,64,0.5275850743956207,0.5392189553733375,0.22647776195869435,0.250659905779169,3
0,65,0.5275850743956207,0.5392189553733375,0.22647776195869435,0.23384751079291408,3
1,1,0.1188921706140425,0.4119151940321141,0.3177089890039632,0.3073004471102857,2
1,2,0.15845419680480402,0.4119151940321141,0.3177089890039632,0.3073004471102857,2
1,3,0.20021220689777827,0.4119151940321141,0.3177089890039632,0.3073004471102857,2
1,4,0.2264953908494172,0.4519633881749924,0.3177089890039632,0.3073004471102857,2
1,5,0.2264953908494172,0.5600313583646801,0.3177089890039632,0.3073004471102857,2
1,6,0.2264953908494172,0.6680993267318088,0.3177089890039632,0.3073004471102857,2
1,7,0.2264953908494172,0.6960709049906222,0.398062444677668,0.3073004471102857,2
1,8,0.2264953908494172,0.6960709049906222,0.506477254677025,0.3073004471102857,2
1,9,0.2264953908494172,0.6960709049906222,0.6148920620593697,0.3073004471102857,2
1,10,0.2264953908494172,0.6960709049906222,0.6996997014993869,0.334248660775007,2
1,11,0.2264953908494172,0.6960709049906222,0.6996997014993869,0.4580070551134924,2
1,12,0.2264953908494172,0.6960709049906222,0.6996997014993869,0.581765451705685,2
1,13,0.2264953908494172,0.6960709049906222,0.6996997014993869,0.7055238460441703,2
1,14,0.2746417171333546,0.6960709049906222,0.6996997014993869,0.7368447882423838,2
1,15,0.38624948878406745,0.6960709049906222,0.6996997014993869,0.7368447882423838,2
1,16,0.48474311715757895,0.6804602636219863,0.6996997014993869,0.7368447882423838,2
1,17,0.48474311715757895,0.5476060632757228,0.6996997014993869,0.7368447882423838,2
1,18,0.48474311715757895,0.4147518629294591,0.6996997014993869,0.7368447882423838,2
1,19,0.48474311715757895,0.3467418649109816,0.618927639002034,0.7368447882423838,2
1,20,0.48474311715757895,0.3467418649109816,0.4534400951537308,0.7368447882423838,2
1,21,0.48474311715757895,0.3467418649109816,0.2879525486884152,0.7368447882423838,2
1,22,0.48474311715757895,0.3467418649109816,0.12246500484011195,0.7368447882423838,2
1,23,0.48474311715757895,0.3467418649109816,0.11661786915696254,0.5197114265736393,2
1,24,0.48474311715757895,0.3467418649109816,0.11661786915696254,0.2946251420376485,2
