object_id,time,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,label
0,1,0.4349466901095373,0.5361508388859363,0.5711462550214337,0.35887795522408855,0.5041388260828813,0.6538568130459037,0
0,2,0.4349466901095373,0.5361508388859363,0.5711462550214337,0.35887795522408855,0.5041388260828813,0.6538568130459037,0
0,3,0.4159867732504291,0.45899614987474424,0.5522874350643604,0.3505664835445507,0.4947719962444895,0.662650600843491,0
0,4,0.45495659647183767,0.5161966209854657,0.5662110639052388,0.38252610070632814,0.487946553712727,0.6688131781818348,0
0,5,0.46503034812354127,0.5553634239411813,0.567584456935142,0.37441251236422574,0.4960790039990768,0.6825924296907485,0
0,6,0.45278242587401357,0.5708567478299544,0.5593764686689643,0.3709988622590427,0.5021783280824197,0.6763606195501266,0
0,7,0.4339755038467713,0.5903942034144031,0.5515938102125313,0.35868007188665313,0.5079146202043917,0.6485251333270903,0
0,8,0.4340001250355039,0.5860601451506399,0.5229347051606118,0.3465591462763364,0.5031222766127973,0.6300373753140108,0
0,9,0.4310954615199378,0.5658519707301477,0.5350267891548404,0.3458665267322687,0.49956433983608384,0.6132806973383667,0
0,10,0.4310954615199378,0.5658519707301477,0.5350267891548404,0.3458665267322687,0.49956433983608384,0.6132806973383667,0
0,11,0.4463000296380454,0.4914931026340241,0.5706162881108542,0.3481422872772698,0.49498982632644756,0.6044176767385011,0
0,12,0.42738433829976413,0.4690233565702124,0.5818509536838758,0.3504675325881517,0.5019604980004616,0.6201357066916844,0
0,13,0.43280159798461293,0.4734594724822387,0.5742868599558879,0.3521990907360023,0.5087133395925177,0.6411161835614029,0
0,14,0.4423474798399546,0.5049150419957437,0.5589170509896887,0.353089612192868,0.5092942288986855,0.664035438875391,0
0,15,0.4423474798399546,0.5049150419957437,0.5589170509896887,0.353089612192868,0.5092942288986855,0.664035438875391,0
0,16,0.44320817948306307,0.5458217463889673,0.5514817813787146,0.35887795522408855,0.5088585687347693,0.6736601502905568,0
0,17,0.4407868515133927,0.5768361745205927,0.550997204681675,0.35937269143072087,0.5066802133895107,0.6686054537769522,0
0,18,0.4300800497363449,0.584676409894298,0.5450567830893244,0.35383169792745395,0.5037031659189651,0.6465863548828208,0
0,19,0.4348783836768465,0.576839518803984,0.5465365085716638,0.35279275932367105,0.4990560514696225,0.6316991965511197,0
0,20,0.4369437077812218,0.5487711193158797,0.5594044984821066,0.34873597444030113,0.4968777233872027,0.6148732857731972,0
0,21,0.4380770735826222,0.5305224289401059,0.5673853774477684,0.34883492539670014,0.4965872923655382,0.6100955464667535,0
0,22,0.4359061060548057,0.5001882774544432,0.5769642044141033,0.34932964302796987,0.49862039130570623,0.6152195017806843,0
0,23,0.4333131822925028,0.49232875544640775,0.5800473030222401,0.35071490069146793,0.5035579367767135,0.6278908724648588,0
0,24,0.428897769582721,0.5060618651763932,0.5658700043724249,0.3476475696460001,0.5102381774290631,0.6472787608997467,0
0,25,0.43226137900267975,0.5295824762894583,0.554980105501052,0.3498243792346022,0.5112547268991471,0.6553801426804081,0
0,26,0.43601178806945184,0.5486100616680156,0.5503692238438499,0.3520011888232044,0.5076241619198884,0.6553109098781299,0
0,27,0.43111992834385077,0.5596801907396831,0.5472717034447577,0.3535348636336196,0.5046471144493427,0.6490098409371817,0
0,28,0.43113540341701967,0.5571179946217463,0.5520439147603436,0.3571958632667561,0.49934650975412576,0.6385542059044375,0
0,29,0.43274770536695606,0.543350643990221,0.5588828727014056,0.3553158879719884,0.497966901059832,0.6297604181068501,0
0,30,0.430473159045161,0.5326201306972551,0.5685989779380732,0.35195172263268615,0.5000726009397065,0.6302451257169417,0
0,31,0.4275785485384739,0.5262990550556264,0.5685270950301763,0.348389655380586,0.5016700669787971,0.6321839041612111,0
0,32,0.42843654679723875,0.5225063716674287,0.5671463328719792,0.3508138330725043,0.5056636639194267,0.6319069469540505,0
0,33,0.4304671774083999,0.520293501150994,0.5599718761513557,0.3514569864260538,0.5069706716740141,0.6375155838800246,0
0,34,0.4298703644244662,0.5268820054542602,0.5570916094088035,0.35195172263268615,0.5053732328977623,0.6420163399812595,0
0,35,0.4303142597589439,0.533835416679374,0.5540079456834665,0.351803305485769,0.5045018853070911,0.6431934536082768,0
0,36,0.42875936222631117,0.5364652395279323,0.5572635632705557,0.3528422440895519,0.5021783280824197,0.6405622431490333,0
0,37,0.4309880814922756,0.5406534224303633,0.5594582750349011,0.3558600903691389,0.5021057271427133,0.6381387570946723,0
0,38,0.4325026319201749,0.534441948076238,0.5582326714552589,0.3545738022374025,0.5025413873066295,0.6359229954451939,0
0,39,0.4299344258246169,0.5372643142407244,0.5620049191869971,0.35412853222128826,0.5026140155091746,0.6352998222305462,0
0,40,0.42911117894587353,0.5297156965784123,0.5621633780500025,0.35378223173693574,0.5031949048153426,0.6330840605810678,0
0,41,0.42821927831359524,0.5249501877539601,0.563744372534662,0.3543759003246045,0.5037031659189651,0.632807077375859,0
0,42,0.43086906621633303,0.5266098073884683,0.5594598347583744,0.35333696172082163,0.5053732328977623,0.6381387570946723,0
0,43,0.42864273960507304,0.5296368588977861,0.5555081284084621,0.3522980416924013,0.504284055225133,0.6416701239737725,0
0,44,0.4301950129357719,0.5380710276008078,0.5563170145644943,0.35422748317768726,0.503485335837007,0.64146239956889,0
0,45,0.4290443003877644,0.5397316353190453,0.5561757804737586,0.3527432931331529,0.5025413873066295,0.6404237515464288,0
0,46,0.4290443003877644,0.5397316353190453,0.5561757804737586,0.3527432931331529,0.5025413873066295,0.6404237515464288,0
0,47,0.42915222069229536,0.5388370395118912,0.5611995819669835,0.3535348636336196,0.5017426679185035,0.6360614870477983,0
0,48,0.4310175072860195,0.5335027934932178,0.5607610284147484,0.3535348636336196,0.5030496756730909,0.6341226826054807,0
0,49,0.429264328142559,0.5295214621191785,0.5603774042543966,0.35902637237100576,0.5033401066947554,0.6323223957638155,0
0,50,0.4277793771688257,0.5310701123502505,0.5608964078912876,0.3595211085776381,0.5031949048153426,0.63246088736642,0
0,51,0.4293759339071588,0.5284400804839802,0.5627308461380037,0.35600852609141864,0.5031949048153426,0.6343996658106895,0
0,52,0.4266613706669795,0.5273752492512462,0.5613741805772338,0.34230445948016847,0.5027592173885875,0.6402160271415462,0
0,53,0.429323739302518,0.5298520141298254,0.5564076593634462,0.34789491917395365,0.5047923435915944,0.6407699675539159,0
0,54,0.431453761561925,0.5294462917493166,0.5537546601542259,0.3466580972327354,0.5031949048153426,0.6406315019493596,0
0,55,0.4309991957592897,0.5342222514593664,0.5549605976552926,0.3507643668819861,0.5021057271427133,0.6396620867291767,0
0,56,0.4301148011163664,0.5394297757397665,0.5589575585906167,0.35061594973506893,0.5011617786123357,0.6372386006748156,0
0,57,0.42584219516035415,0.5363189651327863,0.5642155898610831,0.3524959250298367,0.5006534902458744,0.6315607309465634,0
0,58,0.42698131105128617,0.5268525719600953,0.5665559436303278,0.3535348636336196,0.503485335837007,0.6278216396625806,0
0,59,0.4324739007681193,0.5159062573803441,0.5621645534937795,0.35170435452937,0.5052280037555106,0.6327378445735807,0
0,60,0.43030629067512993,0.5229799868011015,0.5578802869737479,0.34962647732180424,0.505300604695217,0.641808615576377,0
0,61,0.4269965352816232,0.5336973699814348,0.5529207280038697,0.34972542827820324,0.5055910629797203,0.6461708800750074,0
0,62,0.42717675620855305,0.5472723483115235,0.553356840249799,0.35017069829431735,0.5033401066947554,0.6431934536082768,0
0,63,0.42838904102399444,0.5397946256567835,0.5585996585652294,0.3500222625720376,0.5021783280824197,0.6323916285660937,0
0,64,0.42597143710559787,0.5232152267350982,0.5621810549160325,0.3557611579881025,0.5010165494700841,0.6263675428303545,0
